"RecOrigin","RecFlags","RecVrsn","Manufacturer","Model","SysType","UnitType","ClgCap","HtgCap","PowerCode","Series","MixPipeId","VapPipeId","Height","Width","Depth","Weight","MaxPipeLen","MaxPipeHeight"
"MITS","","2332","MITS","MUZ-GX09NLHZ","H","OS","9000","10900","A","A","0250","0375","22","32","11","77","65","40"
"MITS","","2332","MITS","MUZ-GX12NL","H","OS","12000","14400","A","A","0250","0375","22","32","11","77","65","40"
"MITS","","2332","MITS","MUZ-GX12NLHZ","H","OS","12000","14400","A","A","0250","0375","22","32","11","77","65","40"
"MITS","","2332","MITS","MUZ-GX15NL","H","OS","14000","18000","A","A","0250","0500","22","32","11","81","65","40"
"MITS","","2332","MITS","MUZ-GX15NLHZ","H","OS","14000","18000","A","A","0250","0500","22","32","11","81","65","40"
"MITS","","2332","MITS","MUZ-GX18NL","H","OS","18000","21600","A","A","0250","0500","35","33","13","116","100","50"
"MITS","","2332","MITS","MUZ-GX18NLHZ","H","OS","18000","21600","A","A","0250","0500","35","33","13","116","100","50"
"MITS","","2332","MITS","MUZ-GX24NL","H","OS","22400","27600","A","A","0375","0625","35","33","13","116","100","50"
"MITS","","2332","MITS","MUZ-GX24NLHZ","H","OS","22400","27600","A","A","0375","0625","35","33","13","116","100","50"
"MITS","","2332","MITS","MUZ-GX30NL","H","OS","30600","32600","A","A","0375","0625","35","33","13","116","100","50"
"MITS","","2332","MITS","MUZ-GX36NL","H","OS","33800","35200","A","A","0375","0625","35","33","13","116","100","50"
"MITS","","2332","MITS","MUZ-HX09NL","H","OS","9000","10900","A","A","0250","0375","22","32","11","77","65","40"
"MITS","","2332","MITS","MUZ-HX12NL","H","OS","12000","12200","A","A","0250","0375","22","32","11","77","81","40"
"MITS","","2332","MITS","MUZ-HX18NL","H","OS","17200","18000","A","A","0250","0500","22","32","11","116","90","40"
"MITS","","2332","MITS","MUZ-HX24NL","H","OS","22400","26000","A","A","0250","0500","35","33","13","116","100","50"
"MITS","","2332","MITS","MUZ-JX09WL","H","OS","9000","10900","D","A","0250","0375","22","32","11","77","65","40"
"MITS","","2332","MITS","MUZ-JX12WL","H","OS","12000","12200","D","A","0250","0375","22","32","11","77","65","40"
"MITS","","2332","MITS","MUZ-WX09NL","H","OS","9000","10900","A","A","0250","0375","22","32","11","77","65","40"
"MITS","","2332","MITS","MUZ-WX12NL","H","OS","12000","12200","A","A","0250","0375","22","32","11","77","65","40"
"MITS","","2332","MITS","MUZ-WX18NL","H","OS","17200","18000","A","A","0250","0500","22","32","11","116","65","40"
"MITS","","2332","MITS","MUZ-WX24NL","H","OS","22400","26000","A","A","0250","0500","35","33","13","116","65","40"
"MITS","","2332","MITS","MXZ-2D20N-LHZ","H","OM","18000","22000","A","A","0250","0375","27","33","13","137","164","49"
"MITS","","2332","MITS","MXZ-2D20NL","H","OM","18000","24000","A","A","0250","0375","27","33","13","119","164","49"
"MITS","","2332","MITS","MXZ-3D24N-LHZ","H","OM","22000","25000","A","A","0250","0500","31","37","13","152","230","49"
"MITS","","2332","MITS","PUY-AH30NL","A","OS","30000","0","A","A","0375","0625","37","37","14","155","225","100"
"MITS","","2332","MITS","PUY-AK12NL","A","OS","12000","0","A","A","0250","0500","25","35","12","99","165","100"
"MITS","","2332","MITS","PUY-AK18NL","A","OS","18000","0","A","A","0250","0500","25","35","12","99","165","100"
"MITS","","2332","MITS","PUY-AK36NL","A","OS","33400","0","A","A","0375","0625","53","41","14","224","225","100"
"MITS","","2332","MITS","PUY-AK42NL","A","OS","42000","0","A","A","0375","0625","53","41","14","224","225","100"
"MITS","","2332","MITS","PUY-AK48NL","A","OS","48000","0","A","A","0375","0625","53","41","14","265","225","100"
"MITS","","2332","MITS","PUZ-AH24NL","H","OS","24000","28000","A","A","0375","0625","14","46","12","155","165","100"
"MITS","","2332","MITS","PUZ-AH30NL","H","OS","30000","34000","A","A","0375","0625","14","46","12","155","165","100"
"MITS","","2332","MITS","PUZ-AK12NL","H","OS","12000","18000","A","A","0250","0500","25","35","12","99","100","100"
"MITS","","2332","MITS","PUZ-AK18NL","H","OS","18000","22000","A","A","0250","0500","25","35","12","99","100","100"
"MITS","","2332","MITS","PUZ-AK24NL","H","OS","24000","28000","A","A","0375","0625","14","46","12","155","165","100"
"MITS","","2332","MITS","PUZ-AK24NLHZ","H","OS","24000","28000","A","A","0375","0625","53","41","14","231","165","100"
"MITS","","2332","MITS","PUZ-AK30NL","H","OS","30000","34000","A","A","0375","0625","14","46","12","155","165","100"
"MITS","","2332","MITS","PUZ-AK30NLHZ","H","OS","30000","34000","A","A","0375","0625","53","41","14","231","245","100"
"MITS","","2332","MITS","PUZ-AK36NL","H","OS","33400","40000","A","A","0375","0625","14","46","12","224","165","100"
"MITS","","2332","MITS","PUZ-AK36NLHZ","H","OS","33600","40000","A","A","0375","0625","53","41","14","231","245","100"
"MITS","","2332","MITS","PUZ-AK42NL","H","OS","42000","48000","A","A","0375","0625","14","46","12","224","165","100"
"MITS","","2332","MITS","PUZ-AK42NLHZ","H","OS","42000","54000","A","A","0375","0625","53","41","14","271","245","100"
"MITS","","2332","MITS","SLZ-AF09NL","H","IC","9000","12000","A","A","0250","0375","8","22","22","31","65","40"
"MITS","","2332","MITS","SLZ-AF12NL","H","IC","12000","15000","A","A","0250","0375","8","22","22","31","65","40"
"MITS","","2332","MITS","SLZ-AF15NL","H","IC","15000","18000","A","A","0250","0500","8","22","22","31","65","40"
"MITS","","2332","MITS","SLZ-AF18NL","H","IC","18000","20000","A","A","0250","0500","8","22","22","31","100","50"
"MITS","","2332","MITS","SUZ-AA09NL","H","OS","9000","10900","A","A","0250","0375","22","32","11","115","65","40"
"MITS","","2332","MITS","SUZ-AA09NLHZ","H","OS","9000","12000","A","A","0250","0375","22","32","11","115","65","40"
"MITS","","2332","MITS","SUZ-AA12NL","H","OS","12000","14400","A","A","0250","0375","22","32","11","115","65","40"
"MITS","","2332","MITS","SUZ-AA12NLHZ","H","OS","12000","15000","A","A","0250","0375","22","32","11","115","65","40"
"MITS","","2332","MITS","SUZ-AA15NL","H","OS","14000","18000","A","A","0250","0500","22","32","11","115","65","40"
"MITS","","2332","MITS","SUZ-AA15NLHZ","H","OS","14000","17000","A","A","0250","0500","22","32","11","115","65","40"
"MITS","","2332","MITS","SUZ-AA18NL","H","OS","18000","21600","A","A","0250","0500","35","33","13","115","100","50"
"MITS","","2332","MITS","SUZ-AA18NLHZ","H","OS","16400","20000","A","A","0250","0500","35","33","13","115","100","50"
"MRCL","","2333","MRCL","A-09-HP-C-115D","H","OS","9000","10000","D","A","0250","0375","22","30","12","58","82","33"
"GREE","","2235","GREE","GMV-ND12A/B-T(U)","H","IA","12000","13500","A","A","0375","0625","21","21","48","159","394","98"
"GREE","","2235","GREE","GMV-ND12C/A-T(U)","H","IW","12000","13500","A","A","0250","0500","9","28","24","35","394","98"
"GREE","","2235","GREE","GMV-ND12G/B4B-T(U)","H","IW","12000","13500","A","A","0250","0500","8","33","11","24","394","98"
"GREE","","2235","GREE","GMV-ND12PHS/B-T(U)","H","ID","12000","13500","A","A","0250","0500","28","39","12","94","394","98"
"GREE","","2235","GREE","GMV-ND12T/C-T(U)","H","IC","12000","13500","A","A","0375","0625","33","33","10","13","394","98"
"GREE","","2235","GREE","GMV-ND12T/E-T(U)","H","IC","12000","13500","A","A","0250","0500","22","22","10","39","394","98"
"GREE","","2235","GREE","GMV-ND12TD/A-T(U)","H","IC","12000","13500","A","A","0250","0500","20","52","12","44","394","98"
"GREE","","2235","GREE","GMV-ND12TS/B-T(U)","H","IC","12000","13500","A","A","0250","0500","25","31","11","56","394","98"
"GREE","","2235","GREE","GMV-ND12ZD/A-T(U)","H","IF","12000","13500","A","A","0250","0500","9","48","28","35","394","98"
"GREE","","2235","GREE","GMV-ND14G/B4B-T(U)","H","IW","15000","17000","A","A","0250","0500","8","33","11","24","394","98"
"GREE","","2235","GREE","GMV-ND15PHS/B-T(U)","H","ID","15000","17000","A","A","0250","0500","28","39","12","94","394","98"
"GREE","","2235","GREE","GMV-ND15T/C-T(U)","H","IC","15000","17000","A","A","0375","0625","33","33","10","13","394","98"
"GREE","","2235","GREE","GMV-ND15TS/B-T(U)","H","IC","15000","17000","A","A","0250","0500","25","31","11","56","394","98"
"GREE","","2235","GREE","GMV-ND18A/B-T(U)","H","IA","18000","20000","A","A","0375","0625","21","21","48","159","394","98"
"GREE","","2235","GREE","GMV-ND18C/A-T(U)","H","IW","18000","20000","A","A","0250","0500","9","28","24","35","394","98"
"GREE","","2235","GREE","GMV-ND18PHS/B-T(U)","H","ID","22000","24000","A","A","0375","0625","28","39","12","94","394","98"
"GREE","","2235","GREE","GMV-ND18T/C-T(U)","H","IC","18000","20000","A","A","0375","0625","33","33","10","13","394","98"
"GREE","","2235","GREE","GMV-ND18T/E-T(U)","H","IC","18000","20000","A","A","0375","0625","22","22","10","39","394","98"
"GREE","","2235","GREE","GMV-ND18TS/B-T(U)","H","IC","18000","20000","A","A","0375","0625","25","31","11","57","394","98"
"GREE","","2235","GREE","GMV-ND18ZD/A-T(U)","H","IF","18000","20000","A","A","0375","0625","9","48","28","35","394","98"
"GREE","","2235","GREE","GMV-ND22PHS/B-T(U)","H","ID","18000","20000","A","A","0375","0625","28","39","12","94","394","98"
"GREE","","2235","GREE","GMV-ND24A/B-T(U)","H","IA","24000","27000","A","A","0375","0625","21","25","57","198","394","98"
"GREE","","2235","GREE","GMV-ND24PHS/B-T(U)","H","ID","24000","27000","A","A","0375","0625","28","39","12","94","394","98"
"GREE","","2235","GREE","GMV-ND24T-C-T(U)","H","IC","24000","27000","A","A","0375","0625","38","38","13","64","394","98"
"GREE","","2235","GREE","GMV-ND24TS/B-T(U)","H","IC","24000","27000","A","A","0375","0625","25","31","11","57","394","98"
"GREE","","2235","GREE","GMV-ND24ZD/A-T(U)","H","IF","24000","27000","A","A","0375","0625","10","56","28","35","394","98"
"GREE","","2235","GREE","GMV-ND30A/B-T(U)","H","IA","30000","34000","A","A","0375","0625","21","25","57","198","394","98"
"GREE","","2235","GREE","GMV-ND30PHS/B-T(U)","H","ID","30000","34000","A","A","0375","0625","28","55","12","121","394","98"
"GREE","","2235","GREE","LIV36HP230V1R32AO","H","OS","33600","33600","A","A","0250","0625","29","39","16","122","131","82"
"GREE","","2235","GREE","MUL18HP230V1R32AO","H","OM","18000","18000","A","A","0250","0375","22","33","14","75","131","49"
"GREE","","2235","GREE","MUL24HP230V1R32AO","H","OM","24000","24000","A","A","0250","0375","26","38","16","112","197","49"
"GREE","","2235","GREE","MUL30HP230V1R32AO","H","OM","28400","30000","A","A","0250","0375","33","40","17","146","263","82"
"GREE","","2235","GREE","MUL36HP230V1R32AO","H","OM","36000","36000","A","A","0250","0375","33","40","17","176","263","82"
"GREE","","2235","GREE","MUL42HP230V1R32AO","H","OM","42000","42000","A","A","0250","0375","33","40","17","178","328","82"
"GREE","","2235","GREE","MUL48HP230V1R32AO","H","OM","48000","48000","A","A","0250","0375","33","40","17","174","328","82"
"GREE","","2235","GREE","OWC09HP230V1R32AH","H","IC","9500","10500","A","A","0250","0375","15","39","7","42","131","49"
"GREE","","2235","GREE","OWC12HP230V1R32AH","H","IC","12000","13500","A","A","0250","0375","15","39","7","42","197","49"
"GREE","","2235","GREE","OWC18HP230V1R32AH","H","IC","18000","20000","A","A","0250","0500","15","39","7","44","263","82"
"GREE","","2235","GREE","OWC20HP230V1R32AH","H","IC","20000","20000","A","A","0250","0500","15","39","7","44","263","82"
"GREE","","2235","GREE","SAP09HP230V1R32AH","H","IW","9100","10600","A","A","0250","0500","14","38","10","33","131","82"
"GREE","","2235","GREE","SAP09HP230V1R32AO","H","OS","9100","10600","A","A","0250","0500","22","34","14","78","131","82"
"GREE","","2235","GREE","SAP12HP230V1R32AH","H","IW","12000","12200","A","A","0250","0500","14","38","10","33","131","82"
"GREE","","2235","GREE","SAP12HP230V1R32AO","H","OS","12000","12200","A","A","0250","0500","22","34","14","78","131","82"
"GREE","","2235","GREE","SAP18HP230V1R32AH","H","IW","18000","18600","A","A","0250","0625","14","44","10","39","131","82"
"GREE","","2235","GREE","SAP18HP230V1R32AO","H","OS","18000","18600","A","A","0250","0625","26","38","16","94","131","82"
"GREE","","2235","GREE","SAP24HP230V1R32AH","H","IW","22000","24000","A","A","0250","0625","14","44","10","40","131","82"
"GREE","","2235","GREE","SAP24HP230V1R32AO","H","OS","22000","24000","A","A","0250","0625","30","39","17","116","131","82"
"GREE","","2235","GREE","VIR09HP230V1R32AH","H","IW","9100","10500","A","A","0250","0375","12","33","8","21","66","40"
"GREE","","2235","GREE","VIR09HP230V1R32AO","H","OS","9100","10500","A","A","0250","0375","22","32","14","71","66","40"
"GREE","","2235","GREE","VIR12HP230V1R32AH","H","IW","12000","12000","A","A","0250","0500","12","33","8","21","66","40"
"GREE","","2235","GREE","VIR12HP230V1R32AO","H","OS","12000","12000","A","A","0250","0500","22","32","14","67","66","40"
"GREE","","2235","GREE","VIR18HP230V1R32AH","H","IW","18000","18000","A","A","0250","0500","12","39","9","29","131","82"
"GREE","","2235","GREE","VIR18HP230V1R32AO","H","OS","18000","18000","A","A","0250","0500","26","38","16","95","131","82"
"GREE","","2235","GREE","VIR24HP230V1R32AH","H","IW","22000","24000","A","A","0250","0625","14","43","10","35","131","82"
"GREE","","2235","GREE","VIR24HP230V1R32AO","H","OS","22000","24000","A","A","0250","0625","26","38","16","93","131","82"
"LGEL","","2236","LGEL","ARUM036GSS5","H","OM","28400","30000","A","A","0375","0625","54","37","13","207","82","49"
"LGEL","","2236","LGEL","KNSLA301A","H","IA","30000","34000","A","A","0375","0625","55","21","21","146","164","98"
"LGEL","","2236","LGEL","KNSLA361A","H","IA","33000","40000","A","A","0375","0625","55","21","21","146","246","98"
"LGEL","","2236","LGEL","KNSLA421A","H","IA","42000","46000","A","A","0375","0625","55","21","21","146","246","98"
"LGEL","","2236","LGEL","KNSLB121A","H","IA","12500","15000","A","A","0250","0500","49","18","21","116","98","98"
"LGEL","","2236","LGEL","KNSLB481A","H","IA","46000","50000","A","A","0375","0625","55","21","21","146","246","98"
"LGEL","","2236","LGEL","KNUAB091A","H","IW","9000","10900","A","A","0250","0375","12","33","7","18","82","49"
"LGEL","","2236","LGEL","KNUAB121A","H","IW","12000","13600","A","A","0250","0375","12","33","7","18","82","49"
"LGEL","","2236","LGEL","KNUAB181A","H","IW","18000","21600","A","A","0375","0625","14","39","8","26","115","49"
"LGEL","","2236","LGEL","KNUAK091A","H","IW","9000","10900","A","A","0250","0375","12","33","8","18","82","49"
"LGEL","","2236","LGEL","KNUAK121A","H","IW","12000","13600","A","A","0250","0375","12","33","8","18","82","49"
"LGEL","","2236","LGEL","KNUAK181A","H","IW","18000","21600","A","A","0375","0625","14","39","8","26","115","49"
"LGEL","","2236","LGEL","KNUDB091A","H","IC","9000","11000","A","A","0250","0375","9","23","23","28","66","49"
"LGEL","","2236","LGEL","KNUDB121A","H","IC","11100","14000","A","A","0250","0375","9","23","23","28","66","49"
"LGEL","","2236","LGEL","KNUDB181A","H","IC","18000","20000","A","A","0250","0500","11","23","23","31","164","98"
"LGEL","","2236","LGEL","KNUDB241A","H","IC","23000","27000","A","A","0375","0625","9","34","34","46","164","98"
"LGEL","","2236","LGEL","KNUDB301A","H","IC","30000","33000","A","A","0375","0625","9","34","34","56","164","98"
"LGEL","","2236","LGEL","KNUDB361A","H","IC","36000","40000","A","A","0375","0625","9","34","34","56","246","98"
"LGEL","","2236","LGEL","KNUDB421A","H","IC","42000","48000","A","A","0375","0625","11","34","34","60","246","98"
"LGEL","","2236","LGEL","KNUDB481A","H","IC","48000","51000","A","A","0375","0625","11","34","34","60","246","98"
"LGEL","","2236","LGEL","KNUJB091A","H","ID","9000","13500","A","A","0250","0375","10","40","28","62","66","49"
"LGEL","","2236","LGEL","KNUJB121A","H","ID","12000","15000","A","A","0250","0375","10","40","28","62","66","49"
"LGEL","","2236","LGEL","KNUJB181A","H","ID","18000","20000","A","A","0375","0625","10","40","28","130","164","98"
"LGEL","","2236","LGEL","KNUJB241A","H","ID","23000","27000","A","A","0375","0625","10","40","28","130","164","98"
"LGEL","","2236","LGEL","KNUJB301A","H","ID","23000","27000","A","A","0375","0625","10","40","28","130","164","98"
"LGEL","","2236","LGEL","KNUJB361A","H","ID","36000","40000","A","A","0375","0625","11","54","28","48","246","98"
"LGEL","","2236","LGEL","KNUJB421A","H","ID","42000","48000","A","A","0375","0625","14","54","28","48","246","98"
"LGEL","","2236","LGEL","KNUJB481A","H","ID","48000","52000","A","A","0375","0625","14","54","28","48","246","98"
"LGEL","","2236","LGEL","KNUQB091A","H","IF","9000","10100","A","A","0250","0375","24","28","9","34","66","49"
"LGEL","","2236","LGEL","KNUQB121A","H","IF","10200","13000","A","A","0250","0375","24","28","9","34","66","49"
"LGEL","","2236","LGEL","KUMXA181A","H","OM","18000","22000","A","A","0250","0375","33","37","13","147","82","49"
"LGEL","","2236","LGEL","KUMXA241A","H","OM","24000","26000","A","A","0250","0375","33","37","13","147","82","49"
"LGEL","","2236","LGEL","KUMXA301A","H","OM","28400","30000","A","A","0250","0375","33","37","13","152","82","49"
"WSF","","1937","WSF","AIW54AA","A","IW","54000","0","A","A","0500","0625","20","50","12","50","250","100"
"WSF","","1937","WSF","AIW60AA","A","IW","60000","0","A","A","0500","0625","20","50","12","50","250","100"
"WSF","","1937","WSF","AOM09AA","A","OM","9000","0","A","A","0250","0375","22","26","12","50","100","50"
"WSF","","1937","WSF","AOM12AA","A","OM","12000","0","A","A","0250","0375","22","26","12","50","100","50"
"WSF","","1937","WSF","AOM15AA","A","OM","15000","0","A","A","0250","0375","22","26","12","50","100","50"
"WSF","","1937","WSF","AOM18AA","A","OM","18000","0","A","A","0250","0375","28","34","12","100","130","70"
"WSF","","1937","WSF","AOM24AA","A","OM","24000","0","A","A","0375","0500","28","34","12","100","130","70"
"WSF","","1937","WSF","AOM30AA","A","OM","30000","0","A","A","0375","0500","30","36","12","150","200","90"
"WSF","","1937","WSF","AOM36AA","A","OM","36000","0","A","A","0375","0500","30","36","12","150","200","90"
"WSF","","1937","WSF","AOM42AA","A","OM","42000","0","A","A","0375","0500","52","36","12","200","250","100"
"WSF","","1937","WSF","AOM48AA","A","OM","48000","0","A","A","0500","0625","52","36","12","200","250","100"
"WSF","","1937","WSF","AOM54AA","A","OM","54000","0","A","A","0500","0625","60","36","14","250","250","100"
"WSF","","1937","WSF","AOM60AA","A","OM","60000","0","A","A","0500","0625","60","36","14","250","250","100"
"WSF","","1937","WSF","AOS09AA","A","OS","9000","0","A","A","0250","0375","22","26","12","50","100","50"
"WSF","","1937","WSF","AOS12AA","A","OS","12000","0","A","A","0250","0375","22","26","12","50","100","50"
"WSF","","1937","WSF","AID24AA","A","ID","24000","0","A","A","0375","0500","12","40","28","80","130","70"
"WSF","","1937","WSF","AID30AA","A","ID","30000","0","A","A","0375","0500","12","40","28","80","200","90"
"WSF","","1937","WSF","AID36AA","A","ID","36000","0","A","A","0375","0500","12","56","28","100","200","90"
"WSF","","1937","WSF","AID42AA","A","ID","42000","0","A","A","0375","0500","12","56","28","100","250","100"
"WSF","","1937","WSF","AID48AA","A","ID","48000","0","A","A","0500","0625","12","56","28","100","250","100"
"WSF","","1937","WSF","AID54AA","A","ID","54000","0","A","A","0500","0625","14","60","30","120","250","100"
"WSF","","1937","WSF","AID60AA","A","ID","60000","0","A","A","0500","0625","14","60","30","120","250","100"
"WSF","","1937","WSF","AIF09AA","A","IF","9000","0","A","A","0250","0375","24","30","8","35","100","50"
"WSF","","1937","WSF","AIF12AA","A","IF","12000","0","A","A","0250","0375","24","30","8","35","100","50"
"WSF","","1937","WSF","AIF15AA","A","IF","15000","0","A","A","0250","0375","24","30","8","35","100","50"
"WSF","","1937","WSF","AIF18AA","A","IF","18000","0","A","A","0250","0375","24","30","8","35","130","70"
"WSF","","1937","WSF","AIF24AA","A","IF","24000","0","A","A","0375","0500","24","30","8","35","130","70"
"WSF","","1937","WSF","AIF30AA","A","IF","30000","0","A","A","0375","0500","30","30","10","60","200","90"
"WSF","","1937","WSF","AIF36AA","A","IF","36000","0","A","A","0375","0500","30","30","10","60","200","90"
"WSF","","1937","WSF","AIF42AA","A","IF","42000","0","A","A","0375","0500","30","30","10","60","250","100"
"WSF","","1937","WSF","AIF48AA","A","IF","48000","0","A","A","0500","0625","30","36","10","80","250","100"
"WSF","","1937","WSF","AIF54AA","A","IF","54000","0","A","A","0500","0625","30","36","10","80","250","100"
"WSF","","1937","WSF","AIF60AA","A","IF","60000","0","A","A","0500","0625","30","36","10","80","250","100"
"WSF","","1937","WSF","AIU09AA","A","IU","9000","0","A","A","0250","0375","22","26","12","50","100","50"
"FUJI","","2331","FUJI","ARUH12KUAS","H","ID","12000","16000","A","A","0250","0375","12","28","28","66","98","49"
"FUJI","","2331","FUJI","ARUH18KUAS","H","ID","18000","21000","A","A","0250","0500","12","39","28","90","98","98"
"FUJI","","2331","FUJI","ARUH24KUAS","H","ID","24000","27000","A","A","0375","0625","12","39","28","93","164","98"
"FUJI","","2331","FUJI","ARUH30KUAS","H","ID","30000","32000","A","A","0375","0625","12","39","28","93","164","98"
"FUJI","","2331","FUJI","ARUH36KUAS","H","ID","36000","38000","A","A","0375","0625","12","55","28","121","164","98"
"FUJI","","2331","FUJI","ARUH42KUAS","H","ID","42000","47000","A","A","0375","0625","12","55","28","121","246","98"
"FUJI","","2331","FUJI","ARUH48KUAS","H","ID","46000","51000","A","A","0375","0625","12","55","28","121","246","98"
"FUJI","","2331","FUJI","ASLH09KNAS","H","IW","9000","9000","D","A","0250","0375","10","30","9","15","66","49"
"FUJI","","2331","FUJI","ASLH12KNAS","H","IW","12000","12000","D","A","0250","0375","10","30","9","17","66","49"
"FUJI","","2331","FUJI","ASUH07KPAS","H","IW","7000","7000","A","A","0250","0375","11","33","9","21","66","49"
"FUJI","","2331","FUJI","ASUH09KMAS","H","IW","9000","12000","A","A","0250","0375","11","33","9","22","66","49"
"FUJI","","2331","FUJI","ASUH09KNAS","H","IW","9000","9000","A","A","0250","0375","10","30","9","15","66","49"
"FUJI","","2331","FUJI","ASUH09KPAS","H","IW","9000","10000","A","A","0250","0375","11","33","9","21","66","49"
"FUJI","","2331","FUJI","ASUH09KTAB","H","IW","9000","12000","A","A","0250","0375","12","35","11","31","66","49"
"FUJI","","2331","FUJI","ASUH09KTAS","H","IW","9000","12000","A","A","0250","0375","12","35","11","31","66","49"
"FUJI","","2331","FUJI","ASUH09KZAS","H","IW","9000","12000","A","A","0250","0375","11","39","10","28","66","49"
"FUJI","","2331","FUJI","ASUH12KMAS","H","IW","12000","14000","A","A","0250","0375","11","33","9","22","66","49"
"FUJI","","2331","FUJI","ASUH12KNAS","H","IW","12000","12000","A","A","0250","0375","10","30","9","17","66","49"
"FUJI","","2331","FUJI","ASUH12KPAS","H","IW","12000","14000","A","A","0250","0375","11","33","9","21","66","49"
"FUJI","","2331","FUJI","ASUH12KTAB","H","IW","12000","16000","A","A","0250","0375","12","35","11","31","66","49"
"FUJI","","2331","FUJI","ASUH12KTAS","H","IW","12000","16000","A","A","0250","0375","12","35","11","31","66","49"
"FUJI","","2331","FUJI","ASUH12KZAS","H","IW","12000","16000","A","A","0250","0375","11","39","10","28","66","49"
"FUJI","","2331","FUJI","ASUH15KPAS","H","IW","15000","15000","A","A","0250","0375","11","33","9","22","66","49"
"FUJI","","2331","FUJI","ASUH15KTAB","H","IW","14500","18000","A","A","0250","0375","12","35","11","31","66","49"
"FUJI","","2331","FUJI","ASUH15KTAS","H","IW","14500","18000","A","A","0250","0375","12","35","11","31","66","49"
"FUJI","","2331","FUJI","ASUH15KZAS","H","IW","14500","18000","A","A","0250","0375","11","39","10","28","82","49"
"FUJI","","2331","FUJI","ASUH18KNAS","H","IW","18000","18000","A","A","0250","0500","11","32","9","23","82","66"
"FUJI","","2331","FUJI","ASUH18KPAS","H","IW","18000","18000","A","A","0250","0500","11","39","10","28","66","49"
"FUJI","","2331","FUJI","ASUH18KZAS","H","IW","18000","21600","A","A","0375","0625","13","39","9","31","98","66"
"FUJI","","2331","FUJI","ASUH24KNAS","H","IW","22000","24000","A","A","0250","0500","11","38","9","28","82","66"
"FUJI","","2331","FUJI","ASUH24KPAS","H","IW","24000","24000","A","A","0250","0500","11","39","10","28","66","49"
"MITS","","2332","MITS","MSZ-FX018NL","H","IW","17200","17000","A","A","0250","0500","12","39","10","31","100","50"
"MITS","","2332","MITS","MSZ-FX06NL","H","IW","6000","9000","A","A","0250","0375","12","39","10","31","65","40"
"MITS","","2332","MITS","MSZ-FX09NL","H","IW","9000","12000","A","A","0250","0375","12","39","10","31","65","40"
"MITS","","2332","MITS","MSZ-FX12NL","H","IW","12000","13200","A","A","0250","0375","12","39","10","31","65","40"
"MITS","","2332","MITS","MSZ-FX15NL","H","IW","14000","16500","A","A","0250","0500","12","39","10","31","100","50"
"MITS","","2332","MITS","MSZ-FX24NL","H","IW","20800","20800","A","A","0250","0625","12","39","10","31","100","50"
"MITS","","2332","MITS","MSZ-GX06NL","H","IW","6000","7200","A","A","0250","0375","12","31","10","23","65","40"
"MITS","","2332","MITS","MSZ-GX09NL","H","IW","9000","10900","A","A","0250","0375","12","31","10","23","65","40"
"MITS","","2332","MITS","MSZ-GX12NL","H","IW","12000","14400","A","A","0250","0375","12","31","10","23","65","40"
"MITS","","2332","MITS","MSZ-GX15NL","H","IW","14000","18000","A","A","0250","0500","12","31","10","23","65","40"
"MITS","","2332","MITS","MSZ-GX18NL","H","IW","18000","21600","A","A","0250","0500","12","36","10","37","100","50"
"MITS","","2332","MITS","MSZ-GX24NL","H","IW","22400","27600","A","A","0375","0625","13","43","10","37","100","50"
"MITS","","2332","MITS","MSZ-GX30NL","H","IW","30600","32600","A","A","0375","0625","13","43","10","37","100","50"
"MITS","","2332","MITS","MSZ-GX36NL","H","IW","33800","35200","A","A","0375","0625","13","43","10","37","100","50"
"MITS","","2332","MITS","MSZ-HX09NL","H","IW","9000","10900","A","A","0250","0375","11","33","9","20","65","40"
"MITS","","2332","MITS","MSZ-HX12NL","H","IW","12000","12200","A","A","0250","0375","11","33","9","20","65","40"
"MITS","","2332","MITS","MSZ-HX18NL","H","IW","17200","18000","A","A","0250","0500","12","36","11","28","65","40"
"MITS","","2332","MITS","MSZ-HX24NL","H","IW","22400","26000","A","A","0250","0500","12","36","11","28","100","50"
"MITS","","2332","MITS","MSZ-JX09WL","H","IW","9000","10900","D","A","0250","0375","11","33","9","20","65","40"
"MITS","","2332","MITS","MSZ-JX12WL","H","IW","12000","12200","D","A","0250","0375","11","33","9","20","65","40"
"MITS","","2332","MITS","MSZ-WX09NL","H","IW","9000","10900","A","A","0250","0375","11","33","9","20","65","40"
"MITS","","2332","MITS","MSZ-WX12NL","H","IW","12000","12200","A","A","0250","0375","11","33","9","20","65","40"
"MITS","","2332","MITS","MSZ-WX18NL","H","IW","17200","18000","A","A","0250","0500","12","36","11","28","65","40"
"MITS","","2332","MITS","MSZ-WX24NL","H","IW","22400","26000","A","A","0250","0500","12","36","11","28","65","40"
"MITS","","2332","MITS","MUY-GX09NL","A","OS","9000","0","A","A","0250","0375","22","32","11","77","65","40"
"MITS","","2332","MITS","MUY-GX12NL","A","OS","12000","0","A","A","0250","0375","22","32","11","77","65","40"
"MITS","","2332","MITS","MUY-GX15NL","A","OS","14000","0","A","A","0250","0500","22","32","11","81","65","40"
"MITS","","2332","MITS","MUY-GX18NL","A","OS","18000","0","A","A","0250","0500","35","33","13","116","100","50"
"MITS","","2332","MITS","MUY-GX24NL","A","OS","22400","0","A","A","0375","0625","35","33","13","116","100","50"
