"RecOrigin","RecFlags","RecVrsn","Manufacturer","Model","SysType","UnitType","ClgCap","HtgCap","PowerCode","Series","MixPipeId","VapPipeId","Height","Width","Depth","Weight","MaxPipeLen","MaxPipeHeight"
"DAIK","","2043","DAIK","FTQ42TAVJUA","H","IA","42000","47000","A","A","0375","0625","53","21","21","150","230","98"
"DAIK","","2043","DAIK","FTQ42TAVJUD","H","IA","42000","47000","A","A","0375","0625","53","21","21","150","230","98"
"DAIK","","2043","DAIK","FTQ48TAVJUA","H","IA","48000","54000","A","A","0375","0625","53","21","21","150","230","98"
"DAIK","","2043","DAIK","FTQ48TAVJUD","H","IA","48000","54000","A","A","0375","0625","53","21","21","150","230","98"
"DAIK","","2043","DAIK","FTX09BXVJU","A","IW","8900","10000","A","A","0250","0375","11","31","10","20","66","49"
"DAIK","","2043","DAIK","FTX09WMVJU9","H","IW","9000","10900","A","A","0250","0375","11","30","9","18","66","49"
"DAIK","","2043","DAIK","FTX12BXVJU","A","IW","10900","13500","A","A","0250","0375","11","31","10","21","66","49"
"DAIK","","2043","DAIK","FTX12WMVJU9","H","IW","10600","13400","A","A","0250","0375","11","30","9","18","66","49"
"DAIK","","2043","DAIK","FTX15WMVJU9","H","IW","15000","18300","A","A","0250","0500","12","39","10","27","99","66"
"DAIK","","2043","DAIK","FTX18BXVJU","A","IW","18000","21600","A","A","0250","0500","12","40","11","31","99","66"
"DAIK","","2043","DAIK","FTX18WVJU9","H","IW","18000","21600","A","A","0250","0500","13","41","10","33","99","66"
"DAIK","","2043","DAIK","FTX24BXVJU","A","IW","21200","23600","A","A","0250","0625","12","40","11","31","99","66"
"DAIK","","2043","DAIK","FTX24WVJU9","H","IW","21200","24000","A","A","0250","0625","13","41","10","33","99","66"
"DAIK","","2043","DAIK","FTX30WVJU9","A","IW","31400","0","A","A","0250","0625","13","47","10","38","99","66"
"DAIK","","2043","DAIK","FTX36WVJU9","A","IW","34400","0","A","A","0250","0625","13","47","10","38","99","66"
"DAIK","","2043","DAIK","FTXB09BXVJU","H","IW","8800","9400","A","A","0250","0375","11","30","9","20","66","33"
"DAIK","","2043","DAIK","FTXB12BXVJU","H","IW","11300","11300","A","A","0250","0375","11","30","9","20","66","33"
"DAIK","","2043","DAIK","FTXB18BXVJU","H","IW","18000","17900","A","A","0250","0500","11","40","11","31","99","33"
"DAIK","","2043","DAIK","FTXB24BXVJU","H","IW","21200","21200","A","A","0250","0625","11","40","11","31","99","33"
"DAIK","","2043","DAIK","RK24BXVJU","A","OS","21200","0","A","A","0250","0625","27","38","14","101","99","33"
"DAIK","","2043","DAIK","RK30WMVJU9","A","OS","31400","0","A","A","0250","0625","29","34","13","56","99","66"
"DAIK","","2043","DAIK","RK36WMVJU9","A","OS","34400","0","A","A","0250","0625","29","34","13","59","99","66"
"DAIK","","2043","DAIK","RX09BXVJU","A","OS","8900","10000","A","A","0250","0375","22","26","11","55","66","49"
"DAIK","","2043","DAIK","RX09WMVJU9","H","OS","9100","10000","A","A","0250","0375","22","27","11","60","66","49"
"DAIK","","2043","DAIK","RX12BXVJU","A","OS","10900","13500","A","A","0250","0375","22","26","11","62","66","49"
"DAIK","","2043","DAIK","RX12WMVJU9","H","OS","10800","13500","A","A","0250","0375","22","27","11","60","66","49"
"DAIK","","2043","DAIK","RX15WMVJU9","H","OS","14400","16200","A","A","0250","0500","29","34","13","97","99","66"
"DAIK","","2043","DAIK","RX18BXVJU","A","OS","18000","21600","A","A","0250","0500","27","38","14","97","99","66"
"DAIK","","2043","DAIK","RX18WMVJU9","H","OS","17400","21600","A","A","0250","0500","29","34","13","97","99","66"
"DAIK","","2043","DAIK","RX24BXVJU","A","OS","21200","23600","A","A","0250","0625","27","38","14","104","99","66"
"DAIK","","2043","DAIK","RX24WMVJU9","H","OS","21800","24000","A","A","0250","0625","29","34","13","108","99","66"
"DAIK","","2043","DAIK","RXB09BXVJU","H","OS","8800","9400","A","A","0250","0375","22","26","11","55","66","33"
"DAIK","","2043","DAIK","RXB12BXVJU","H","OS","11300","11300","A","A","0250","0375","22","26","11","62","66","33"
"DAIK","","2043","DAIK","RXB18BXVJU","H","OS","18000","17900","A","A","0250","0500","27","37","14","97","99","33"
"DAIK","","2043","DAIK","RXB24BXVJU","H","OS","21200","21200","A","A","0250","0625","27","37","14","97","99","33"
"DAIK","","2043","DAIK","RXL09WMVJU9","H","OS","9000","10900","A","A","0250","0375","22","27","11","60","66","49"
"DAIK","","2043","DAIK","RXL12WMVJU9","H","OS","10600","13400","A","A","0250","0375","22","27","11","70","66","49"
"DAIK","","2043","DAIK","RXL15WMVJU9","H","OS","15000","18300","A","A","0250","0500","29","34","13","108","99","66"
"DAIK","","2043","DAIK","RXL18WMVJU9","H","OS","18000","21600","A","A","0250","0500","29","34","13","130","99","66"
"DAIK","","2043","DAIK","RXL24WMVJU9","H","OS","21200","24000","A","A","0250","0625","29","34","13","130","99","66"
"DAIK","","2043","DAIK","RXM09WVJU9","H","OS","9000","11000","A","A","0250","0375","23","33","12","96","82","66"
"DAIK","","2043","DAIK","RXM12WVJU9","H","OS","12000","13600","A","A","0250","0375","23","33","12","96","82","66"
"DAIK","","2043","DAIK","RXM18WVJU9","H","OS","18000","21600","A","A","0250","0500","29","34","13","132","98","82"
"DAIK","","2043","DAIK","RXM24WVJU9","H","OS","21600","24000","A","A","0250","0625","29","34","13","132","98","82"
"DAIK","","2043","DAIK","RZQ18TBVJUA","H","OS","17700","20600","A","A","0375","0625","39","37","13","172","164","98"
"DAIK","","2043","DAIK","RZQ24TBVJUA","H","OS","23400","27400","A","A","0375","0625","39","37","13","172","164","98"
"DAIK","","2043","DAIK","RZQ30TBVJUA","H","OS","28400","34800","A","A","0375","0625","53","35","13","225","230","98"
"DAIK","","2043","DAIK","RZQ36TBVJUA","H","OS","35000","40000","A","A","0375","0625","53","35","13","225","230","98"
"DAIK","","2043","DAIK","RZQ42TBVJUA","H","OS","40000","47000","A","A","0375","0625","53","35","13","225","230","98"
"DAIK","","2043","DAIK","RZQ48TBVJUA","H","OS","46500","54000","A","A","0375","0625","53","35","13","225","230","98"
"DAIK","","2043","DAIK","RZR18TBVJUA","A","OS","17700","0","A","A","0375","0625","39","37","13","172","164","98"
"DAIK","","2043","DAIK","RZR24TBVJUA","A","OS","23400","0","A","A","0375","0625","39","37","13","172","164","98"
"DAIK","","2043","DAIK","RZR30TBVJUA","A","OS","28400","0","A","A","0375","0625","53","35","13","225","230","98"
"DAIK","","2043","DAIK","RZR36TBVJUA","A","OS","35000","0","A","A","0375","0625","53","35","13","225","230","98"
"DAIK","","2043","DAIK","RZR42TBVJUA","A","OS","40000","0","A","A","0375","0625","53","35","13","225","230","98"
"DAIK","","2043","DAIK","RZR48TBVJUA","A","OS","46500","0","A","A","0375","0625","53","35","13","225","230","98"
"LGEL","","2044","LGEL","LD097HV4","H","ID","9000","14000","A","A","0250","0375","7","28","28","31","66","49"
"LGEL","","2044","LGEL","LD127HV4","H","ID","11600","16000","A","A","0250","0375","7","35","28","51","66","49"
"LGEL","","2044","LGEL","LD187HHV4","H","ID","18000","20000","A","A","0375","0625","7","35","28","49","164","98"
"LGEL","","2044","LGEL","LD187HV4","H","ID","18000","20000","A","A","0375","0625","7","35","28","49","164","98"
"DAIK","","2043","DAIK","2MXL18WMVJU9","H","OM","18000","18900","A","A","0250","0375","29","34","13","139","164","25"
"DAIK","","2043","DAIK","2MXLH18WVJU9","H","OM","17800","18500","A","A","0250","0375","29","34","13","142","164","25"
"DAIK","","2043","DAIK","2MXS18WMVJU9","H","OM","17500","18500","A","A","0250","0375","29","34","13","126","164","49"
"DAIK","","2043","DAIK","3MXL24WMVJU9","H","OM","24000","24100","A","A","0250","0375","29","34","13","140","230","25"
"DAIK","","2043","DAIK","3MXLH24WVJU9","H","OM","24000","24000","A","A","0250","0375","29","34","13","143","230","25"
"DAIK","","2043","DAIK","3MXS24WMVJU9","H","OM","24000","24000","A","A","0250","0375","29","34","13","140","230","49"
"DAIK","","2043","DAIK","4MXL36WVJU9","H","OM","34400","36600","A","A","0250","0375","34","43","18","214","230","25"
"DAIK","","2043","DAIK","4MXLH36WVJU9","H","OM","34400","36600","A","A","0250","0375","34","43","18","214","230","25"
"DAIK","","2043","DAIK","4MXS36WMVJU9","H","OM","36000","36000","A","A","0250","0375","29","34","13","144","230","49"
"DAIK","","2043","DAIK","5MXS48WVJU9","H","OM","47000","48500","A","A","0250","0375","34","43","18","216","262","49"
"DAIK","","2043","DAIK","CTXS07WVJU9","H","IW","7000","7000","A","A","0250","0500","12","32","8","20","65","49"
"DAIK","","2043","DAIK","FAQ18TAVJU","H","IW","18000","20000","A","A","0375","0625","11","41","9","31","164","98"
"DAIK","","2043","DAIK","FAQ24TAVJU","H","IW","24000","27000","A","A","0375","0625","11","41","9","31","164","98"
"DAIK","","2043","DAIK","FBQ18TBVJU","H","ID","17700","20600","A","A","0375","0625","10","39","32","77","164","98"
"DAIK","","2043","DAIK","FBQ24PBVJU","H","ID","23400","27400","A","A","0375","0625","10","39","32","82","164","98"
"DAIK","","2043","DAIK","FBQ30TBVJU","H","ID","28400","34800","A","A","0375","0625","10","39","32","101","230","98"
"DAIK","","2043","DAIK","FBQ36TBVJU","H","ID","35000","40000","A","A","0375","0625","10","55","32","101","230","98"
"DAIK","","2043","DAIK","FBQ42TBVJU","H","ID","40000","47000","A","A","0375","0625","10","55","32","104","230","98"
"DAIK","","2043","DAIK","FBQ48TBVJU","H","ID","46500","54000","A","A","0375","0625","10","55","32","104","230","98"
"DAIK","","2043","DAIK","FCQ18AAVJU","H","IC","18000","20000","A","A","0375","0625","10","33","33","51","164","98"
"DAIK","","2043","DAIK","FCQ24AAVJU","H","IC","24000","27000","A","A","0375","0625","10","33","33","51","164","98"
"DAIK","","2043","DAIK","FCQ30AAVJU","H","IC","30000","34000","A","A","0375","0625","12","33","33","58","230","98"
"DAIK","","2043","DAIK","FCQ36AAVJU","H","IC","36000","40000","A","A","0375","0625","12","33","33","58","230","98"
"DAIK","","2043","DAIK","FTXM09WVJU9","H","IW","9000","11000","A","A","0250","0375","12","36","11","29","82","66"
"DAIK","","2043","DAIK","FTXM12WVJU9","H","IW","12000","13600","A","A","0250","0375","12","36","11","29","82","66"
"DAIK","","2043","DAIK","FTXM18WVJU9","H","IW","18000","21600","A","A","0250","0500","12","43","11","33","98","82"
"DAIK","","2043","DAIK","FTXM24WVJU9","H","IW","21600","24000","A","A","0250","0625","12","43","11","33","98","82"
"DAIK","","2043","DAIK","FTXR09TVJUW/S9","H","IW","9000","10000","A","A","0250","0375","12","39","8","27","66","49"
"DAIK","","2043","DAIK","FTXR09WVJUS9","H","IW","9000","9000","A","A","0250","0375","12","39","8","27","65","49"
"DAIK","","2043","DAIK","FTXR09WVJUW9","H","IW","9000","9000","A","A","0250","0375","12","39","8","27","65","49"
"DAIK","","2043","DAIK","FTXR12TVJUW/S9","H","IW","12000","13500","A","A","0250","0375","12","39","8","27","66","49"
"DAIK","","2043","DAIK","FTXR12WVJUS9","H","IW","12000","12000","A","A","0250","0375","12","39","8","27","65","49"
"DAIK","","2043","DAIK","FTXR12WVJUW9","H","IW","12000","12000","A","A","0250","0375","12","39","8","27","65","49"
"DAIK","","2043","DAIK","FTXR18TVJUW/S9","H","IW","18000","20000","A","A","0250","0500","12","39","8","27","99","66"
"DAIK","","2043","DAIK","FTXR18WVJUS9","H","IW","18000","18000","A","A","0250","0500","12","39","8","27","98","65"
"DAIK","","2043","DAIK","FTXR18WVJUW9","H","IW","18000","18000","A","A","0250","0500","12","39","8","27","98","65"
"DAIK","","2043","DAIK","FTXS09WVJU9","H","IW","9000","9000","A","A","0250","0500","12","32","8","20","65","49"
"DAIK","","2043","DAIK","FTXS12WVJU9","H","IW","12000","12000","A","A","0250","0500","12","32","8","22","65","49"
"DAIK","","2043","DAIK","FTXS15WVJU9","H","IW","15000","15000","A","A","0250","0500","13","41","10","31","98","65"
"DAIK","","2043","DAIK","FTXS18WVJU9","H","IW","18000","18000","A","A","0250","0625","13","41","10","31","98","65"
"DAIK","","2043","DAIK","FTXS24WVJU9","H","IW","24000","24000","A","A","0250","0625","13","41","10","31","98","82"
"DAIK","","2043","DAIK","FVXS09WVJU9","H","IF","9000","10100","A","A","0250","0375","24","28","8","31","66","49"
"DAIK","","2043","DAIK","FVXS12WVJU9","H","IF","10200","13000","A","A","0250","0375","24","28","8","31","66","49"
"DAIK","","2043","DAIK","FVXS15WVJU9","H","IF","15000","18000","A","A","0250","0500","24","28","8","31","99","66"
"DAIK","","2043","DAIK","FVXS18WVJU9","H","IF","18000","18000","A","A","0250","0500","24","28","8","31","98","65"
"DAIK","","2043","DAIK","RK09BXVJU","A","OS","8900","0","A","A","0250","0375","22","26","11","53","66","33"
"DAIK","","2043","DAIK","RK12BXVJU","A","OS","11000","0","A","A","0250","0375","22","26","11","57","66","33"
"DAIK","","2043","DAIK","RK18BXVJU","A","OS","18000","0","A","A","0250","0500","27","38","14","95","99","33"
"LGEL","","1941","LGEL","LDN097HV4","H","ID","9000","11000","A","A","0250","0375","7","38","28","48","66","49"
"LGEL","","1941","LGEL","LDN127HV4","H","ID","11600","16000","A","A","0250","0375","7","38","28","48","66","49"
"LGEL","","1941","LGEL","LDN187HV4","H","ID","18000","20000","A","A","0250","0375","7","38","28","48","164","98"
"LGEL","","1941","LGEL","LHN248HV","H","ID","24000","27000","A","A","0375","0625","11","40","28","48","246","98"
"DAIK","","1939","DAIK","2MX18AXVJU","H","OM","17000","17000","A","A","0250","0375","22","27","11","77","99","49"
"DAIK","","1939","DAIK","CDXS07LVJU","H","ID","7000","7000","A","A","0250","0375","8","28","24","47","180","98"
"DAIK","","1939","DAIK","CDXS15LVJU","H","ID","15000","15000","A","A","0250","0500","8","35","24","60","180","98"
"DAIK","","1939","DAIK","CDXS18LVJU","H","ID","18000","18000","A","A","0250","0500","8","35","24","60","180","98"
"DAIK","","1939","DAIK","CDXS24LVJU","H","ID","24000","24000","A","A","0250","0625","8","43","24","66","180","98"
"DAIK","","1939","DAIK","CTX07AXVJU","H","IW","7000","7000","A","A","0250","0375","11","31","10","20","99","49"
"DAIK","","1939","DAIK","CTX09AXVJU","H","IW","9000","9000","A","A","0250","0375","11","31","10","20","99","49"
"DAIK","","1939","DAIK","CTX12AXVJU","H","IW","12000","12000","A","A","0250","0375","11","31","10","20","99","49"
"DAIK","","1939","DAIK","FTXS30LVJU","A","IW","30000","36000","A","A","0375","0625","13","47","9","38","99","66"
"DAIK","","1939","DAIK","FTXS36LVJU","A","IW","30000","36000","A","A","0375","0625","13","47","9","38","99","66"
"DAIK","","1939","DAIK","RKS30LVJU","A","OS","30000","36000","A","A","0375","0625","39","37","13","179","99","66"
"DAIK","","1939","DAIK","RKS36LVJU","A","OS","30000","36000","A","A","0375","0625","39","37","13","179","99","66"
"DAIK","","1939","DAIK","RMXS48LVJU","H","OM","48000","54000","A","A","0375","0750","53","35","13","283","180","98"
"FUJI","","2331","FUJI","AOUH09KNAS1","H","OS","9000","9000","A","A","0250","0375","21","26","11","51","66","49"
"FUJI","","2331","FUJI","AOUH09KPAS1","H","OS","9000","10000","A","A","0250","0375","21","26","11","51","66","49"
"FUJI","","2331","FUJI","AOUH09KTAP1","H","OS","9000","12000","A","A","0250","0375","24","31","12","86","66","49"
"FUJI","","2331","FUJI","AOUH09KUAS1","H","OS","9000","12000","A","A","0250","0375","25","31","11","71","66","49"
"FUJI","","2331","FUJI","AOUH09KUBS1","H","OS","9000","12000","A","A","0250","0375","25","31","11","71","66","49"
"FUJI","","2331","FUJI","AOUH09KZAH1","H","OS","9000","12000","A","A","0250","0375","25","31","11","86","66","49"
"FUJI","","2331","FUJI","AOUH12KMAS1","H","OS","12000","14000","A","A","0250","0375","21","31","11","71","66","49"
"FUJI","","2331","FUJI","AOUH12KNAS1","H","OS","12000","12000","A","A","0250","0375","21","26","11","55","66","49"
"FUJI","","2331","FUJI","AOUH12KPAS1","H","OS","12000","14000","A","A","0250","0375","21","31","11","57","66","49"
"FUJI","","2331","FUJI","AOUH12KTAP1","H","OS","12000","16000","A","A","0250","0375","28","32","12","93","66","49"
"FUJI","","2331","FUJI","AOUH12KUAS1","H","OS","12000","16000","A","A","0250","0375","25","31","11","84","98","49"
"FUJI","","2331","FUJI","AOUH12KUBS1","H","OS","12000","16000","A","A","0250","0375","25","31","11","84","98","49"
"FUJI","","2331","FUJI","AOUH12KZAH1","H","OS","12000","16000","A","A","0250","0375","25","31","11","86","66","49"
"FUJI","","2331","FUJI","AOUH15KTAP1","H","OS","14500","18000","A","A","0250","0375","28","32","12","93","66","49"
"FUJI","","2331","FUJI","AOUH15KZAH1","H","OS","14500","18000","A","A","0250","0375","25","31","11","86","82","49"
"FUJI","","2331","FUJI","AOUH18KNAS1","H","OS","18000","18000","A","A","0250","0500","21","31","11","73","82","66"
"FUJI","","2331","FUJI","AOUH18KPAS1","H","OS","18000","18000","A","A","0250","0500","25","31","11","86","66","49"
"FUJI","","2331","FUJI","AOUH18KUAS1","H","OS","18000","21600","A","A","0250","0500","25","31","11","84","98","49"
"FUJI","","2331","FUJI","AOUH18KWAH2,","H","OM","18000","22000","A","A","0250","0375","35","32","12","117","164","49"
"FUJI","","2331","FUJI","AOUH18KWAS2","H","OM","18000","22000","A","A","0250","0375","28","32","12","99","164","49"
"FUJI","","2331","FUJI","AOUH18KZAH1","H","OS","18000","21600","A","A","0375","0625","33","35","13","135","98","66"
"FUJI","","2331","FUJI","AOUH24KNAS1","H","OS","22000","24000","A","A","0250","0500","24","31","11","79","82","66"
"FUJI","","2331","FUJI","AOUH24KPAS1","H","OS","24000","24000","A","A","0250","0500","25","31","11","86","66","49"
"FUJI","","2331","FUJI","AOUH24KUAS1","H","OS","24000","27000","A","A","0250","0375","31","37","13","117","164","49"
"FUJI","","2331","FUJI","AOUH24KWAH3,","H","OM","22000","25000","A","A","0250","0375","35","32","12","119","230","49"
"FUJI","","2331","FUJI","AOUH24KWAS3","H","OM","22000","24000","A","A","0250","0375","28","32","12","101","164","49"
"FUJI","","2331","FUJI","AOUH24KZAH1","H","OS","22000","25200","A","A","0375","0625","33","35","13","135","98","66"
"FUJI","","2331","FUJI","AOUH30KPAS1","H","OS","30000","30000","A","A","0375","0625","31","37","13","117","164","98"
"FUJI","","2331","FUJI","AOUH30KUAH1","H","OS","30000","32000","A","A","0375","0625","39","37","13","159","246","98"
"FUJI","","2331","FUJI","AOUH30KUAS1","H","OS","30000","32000","A","A","0375","0625","39","37","13","137","164","98"
"FUJI","","2331","FUJI","AOUH36KPAS1","H","OS","33000","34000","A","A","0375","0625","31","37","13","117","164","98"
"FUJI","","2331","FUJI","AOUH36KUAH1","H","OS","36000","38000","A","A","0375","0625","39","37","13","159","246","98"
"FUJI","","2331","FUJI","AOUH36KUAS1","H","OS","36000","38000","A","A","0375","0625","39","37","13","137","164","98"
"FUJI","","2331","FUJI","AOUH36KWAH4","H","OM","35200","36400","A","A","0250","0375","39","37","13","154","230","49"
"FUJI","","2331","FUJI","AOUH36KWAS4","H","OM","35200","36400","A","A","0250","0375","34","32","12","128","230","49"
"FUJI","","2331","FUJI","AOUH36KWBH4","H","OM","35200","36400","A","A","0250","0375","39","37","13","154","230","49"
"FUJI","","2331","FUJI","AOUH42KUAH1","H","OS","42000","47000","A","A","0375","0625","55","38","15","225","246","98"
"FUJI","","2331","FUJI","AOUH42KUAS1","H","OS","42000","47000","A","A","0375","0625","39","37","13","157","246","98"
"FUJI","","2331","FUJI","AOUH45KWAS5","H","OM","45000","48000","A","A","0250","0375","39","37","15","163","262","49"
"WSF","","1937","WSF","AIW42AA","A","IW","42000","0","A","A","0375","0500","16","50","10","40","250","100"
"WSF","","1937","WSF","AIW48AA","A","IW","48000","0","A","A","0500","0625","16","50","10","40","250","100"
"WSF","","1937","WSF","AIU12AA","A","IU","12000","0","A","A","0250","0375","22","26","12","50","100","50"
"WSF","","1937","WSF","AIU15AA","A","IU","15000","0","A","A","0250","0375","22","26","12","50","100","50"
"WSF","","1937","WSF","AIU18AA","A","IU","18000","0","A","A","0250","0375","8","62","26","90","130","70"
"WSF","","1937","WSF","AIU24AA","A","IU","24000","0","A","A","0375","0500","8","62","26","90","130","70"
"WSF","","1937","WSF","AIU30AA","A","IU","30000","0","A","A","0375","0500","8","62","26","90","200","90"
"WSF","","1937","WSF","AIU36AA","A","IU","36000","0","A","A","0375","0500","8","62","26","90","200","90"
"WSF","","1937","WSF","AIU42AA","A","IU","42000","0","A","A","0375","0500","8","64","30","110","250","100"
"WSF","","1937","WSF","AIU48AA","A","IU","48000","0","A","A","0500","0625","8","64","30","110","250","100"
"WSF","","1937","WSF","AIU54AA","A","IU","54000","0","A","A","0500","0625","8","64","30","110","250","100"
"WSF","","1937","WSF","AIU60AA","A","IU","60000","0","A","A","0500","0625","8","64","36","130","250","100"
"WSF","","1937","WSF","AIW09AA","A","IW","9000","0","A","A","0250","0375","12","30","8","18","100","50"
"WSF","","1937","WSF","AIW12AA","A","IW","12000","0","A","A","0250","0375","12","30","8","18","100","50"
"WSF","","1937","WSF","HID30AA","H","ID","30000","30000","A","A","0375","0500","12","40","28","80","200","90"
"WSF","","1937","WSF","HID36AA","H","ID","36000","36000","A","A","0375","0500","12","56","28","100","200","90"
"WSF","","1937","WSF","HID42AA","H","ID","42000","42000","A","A","0375","0500","12","56","28","100","250","100"
"WSF","","1937","WSF","HID48AA","H","ID","48000","48000","A","A","0500","0625","12","56","28","100","250","100"
"WSF","","1937","WSF","HID54AA","H","ID","54000","54000","A","A","0500","0625","14","60","30","120","250","100"
"WSF","","1937","WSF","HID60AA","H","ID","60000","60000","A","A","0500","0625","14","60","30","120","250","100"
"WSF","","1937","WSF","HIF09AA","H","IF","9000","9000","A","A","0250","0375","24","30","8","35","100","50"
"WSF","","1937","WSF","HIF12AA","H","IF","12000","12000","A","A","0250","0375","24","30","8","35","100","50"
"WSF","","1937","WSF","HIF15AA","H","IF","15000","15000","A","A","0250","0375","24","30","8","35","100","50"
"WSF","","1937","WSF","HIF18AA","H","IF","18000","18000","A","A","0250","0375","24","30","8","35","130","70"
"WSF","","1937","WSF","HIF24AA","H","IF","24000","24000","A","A","0375","0500","24","30","8","35","130","70"
"WSF","","1937","WSF","HIF30AA","H","IF","30000","30000","A","A","0375","0500","30","30","10","60","200","90"
"WSF","","1937","WSF","HIF36AA","H","IF","36000","36000","A","A","0375","0500","30","30","10","60","200","90"
"WSF","","1937","WSF","HIF42AA","H","IF","42000","42000","A","A","0375","0500","30","30","10","60","250","100"
"WSF","","1937","WSF","HIF48AA","H","IF","48000","48000","A","A","0500","0625","30","36","10","80","250","100"
"WSF","","1937","WSF","HIF54AA","H","IF","54000","54000","A","A","0500","0625","30","36","10","80","250","100"
"WSF","","1937","WSF","HIF60AA","H","IF","60000","60000","A","A","0500","0625","30","36","10","80","250","100"
"WSF","","1937","WSF","HIU09AA","H","IU","9000","9000","A","A","0250","0375","22","26","12","50","100","50"
"FUJI","","2331","FUJI","AOUH45KWBS5","H","OM","45000","48000","A","A","0250","0375","39","37","15","163","262","49"
"FUJI","","2331","FUJI","AOUH48KUAH1","H","OS","46000","51000","A","A","0375","0625","55","38","15","225","246","98"
"FUJI","","2331","FUJI","AOUH48KUAS1","H","OS","46000","51000","A","A","0375","0625","39","37","13","157","246","98"
"FUJI","","2331","FUJI","ASUH24KZAS","H","IW","22000","25200","A","A","0375","0625","13","39","9","31","98","66"
"FUJI","","2331","FUJI","ASUH30KPAS","H","IW","30000","30000","A","A","0375","0625","13","45","11","36","164","98"
"FUJI","","2331","FUJI","ASUH36KPAS","H","IW","33000","34000","A","A","0375","0625","13","45","11","36","164","98"
"FUJI","","2331","FUJI","AUUH18KUAS","H","IC","18000","21600","A","A","0250","0500","10","33","33","53","98","49"
"FUJI","","2331","FUJI","AUUH24KUAS","H","IC","24000","27000","A","A","0375","0625","10","33","33","53","164","98"
"FUJI","","2331","FUJI","AUUH30KUAS","H","IC","30000","32000","A","A","0375","0625","11","33","33","57","164","98"
"FUJI","","2331","FUJI","AUUH36KUAS","H","IC","36000","36000","A","A","0375","0625","11","33","33","57","164","98"
"FUJI","","2331","FUJI","AUUH42KUAS","H","IC","42000","47000","A","A","0375","0625","11","33","33","64","246","98"
"FUJI","","2331","FUJI","AUUH48KUAS","H","IC","46000","51000","A","A","0375","0625","11","33","33","64","246","98"
"MITS","","2332","MITS","MFZ-KX09NL","H","IF","9000","12000","A","A","0250","0375","24","30","9","33","65","40"
"MITS","","2332","MITS","MFZ-KX12NL","H","IF","12000","15000","A","A","0250","0375","24","30","9","33","65","40"
"MITS","","2332","MITS","MFZ-KX15NL","H","IF","15000","18000","A","A","0250","0500","24","30","9","33","65","40"
"MITS","","2332","MITS","MFZ-KX18NL","H","IF","18000","20000","A","A","0250","0500","24","30","9","33","100","50"
"MITS","","2332","MITS","MLZ-KX06NA","H","IC","6000","7200","A","A","0250","0375","8","33","12","25","65","40"
"MITS","","2332","MITS","MLZ-KX09NA","H","IC","9000","12000","A","A","0250","0375","8","43","14","34","65","40"
"MITS","","2332","MITS","MLZ-KX09NL","H","IC","9000","11400","A","A","0250","0375","8","43","14","34","65","40"
"MITS","","2332","MITS","MLZ-KX12NA","H","IC","11300","14600","A","A","0250","0375","8","43","14","34","65","40"
"MITS","","2332","MITS","MLZ-KX12NL","H","IC","12000","15000","A","A","0250","0375","8","43","14","34","65","40"
"MITS","","2332","MITS","MLZ-KX18NA","H","IC","16400","19000","A","A","0250","0500","8","43","14","34","100","50"
"MITS","","2332","MITS","MLZ-KX18NL","H","IC","16400","18400","A","A","0250","0500","8","43","14","34","100","50"
"MITS","","2332","MITS","MSY-GX09NL","A","IW","9000","0","A","A","0250","0375","12","31","10","23","65","40"
"MITS","","2332","MITS","MSY-GX12NL","A","IW","12000","0","A","A","0250","0375","12","31","10","23","65","40"
"MITS","","2332","MITS","MSY-GX15NL","A","IW","14000","0","A","A","0250","0500","12","31","10","23","65","40"
"MITS","","2332","MITS","MSY-GX18NL","A","IW","18000","0","A","A","0250","0500","12","36","10","37","100","50"
"MITS","","2332","MITS","MSY-GX24NL","A","IW","22400","0","A","A","0375","0625","13","43","10","37","100","50"
"MITS","","2332","MITS","MSY-GX30NL","A","IW","30600","0","A","A","0375","0625","13","43","10","37","100","50"
"MITS","","2332","MITS","MSY-GX36NL","A","IW","33800","0","A","A","0375","0625","13","43","10","37","100","50"
"MITS","","2332","MITS","MSZ-EX09NL","H","IW","9000","10900","A","A","0250","0375","12","35","8","26","65","40"
"MITS","","2332","MITS","MSZ-EX12NL","H","IW","12000","14400","A","A","0250","0375","12","35","8","26","65","40"
"MITS","","2332","MITS","MSZ-EX15NL","H","IW","14000","18000","A","A","0250","0500","12","35","8","26","65","40"
"MITS","","2332","MITS","MSZ-EX18NL","H","IW","18000","21600","A","A","0250","0500","12","35","8","26","100","50"
"MITS","","2332","MITS","MUZ-FS06NLHZ","H","OS","6000","9000","A","A","0250","0375","28","32","11","89","65","40"
"MITS","","2332","MITS","MUZ-FS09NLHZ","H","OS","9000","12000","A","A","0250","0375","28","32","11","89","65","40"
"MITS","","2332","MITS","MUZ-FS12NLHZ","H","OS","12000","13200","A","A","0250","0375","28","32","11","89","65","40"
"MITS","","2332","MITS","MUZ-FS15NLHZ","H","OS","14000","16500","A","A","0250","0500","35","33","13","119","100","50"
"MITS","","2332","MITS","MUZ-FS18NLHZ","H","OS","17200","17000","A","A","0250","0500","35","33","13","119","100","50"
"MITS","","2332","MITS","MUZ-FS24NLHZ","H","OS","20800","20800","A","A","0250","0500","35","33","13","124","100","50"
"MITS","","2332","MITS","MUZ-GX09NL","H","OS","9000","10900","A","A","0250","0375","22","32","11","77","65","40"
