"Category","Item","Description","Units"
"HVDALL","HV-O-RMPI","Supply rect metal outlet, pine","0"
"HVDALL","HV-O-RMPI-25","Supply rect metal outlet, pine, 2.5""","0"
"HVDALL","HV-O-RMPO","Supply rect metal outlet, poplar","0"
"HVDALL","HV-O-RMPO-25","Supply rect metal outlet, poplar, 2.5""","0"
"HVDALL","HV-O-RMRO","Supply rect metal outlet, red oak","0"
"HVDALL","HV-O-RMRO-25","Supply rect metal outlet, red oak, 2.5""","0"
"HVDALL","HV-O-RMWL","Supply rect metal outlet, walnut","0"
"HVDALL","HV-O-RMWL-25","Supply rect metal outlet, walnut, 2.5""","0"
"HVDALL","HV-O-RMWT","Supply rect metal outlet, white","0"
"HVDALL","HV-O-RMWO","Supply rect metal outlet, white oak","0"
"HVDALL","HV-O-RMWO-25","Supply rect metal outlet, white oak, 2.5""","0"
"HVDALL","HV-O-RMWT-25","Supply rect metal outlet, white, 2.5""","0"
"HVDALL","HV-O-RPB","Supply rect plastic outlet, birch","0"
"HVDALL","HV-O-RPB-25","Supply rect plastic outlet, birch, 2.5""","0"
"HVDALL","HV-O-RPC","Supply rect plastic outlet, cherry","0"
"HVDALL","HV-O-RPC-25","Supply rect plastic outlet, cherry, 2.5""","0"
"HVDALL","HV-O-RPK","Supply rect plastic outlet, knotty pine","0"
"HVDALL","HV-O-RPK-25","Supply rect plastic outlet, knotty pine, 2.5""","0"
"HVDALL","HV-O-RPMH","Supply rect plastic outlet, mahogany","0"
"HVDALL","HV-O-RSPO","Supply rect straight plastic outlet, poplar","0"
"HVDALL","HV-O-RSPO-25","Supply rect straight plastic outlet, poplar, 2.5""","0"
"HVDALL","HV-O-RSRO","Supply rect straight plastic outlet, red oak","0"
"HVDALL","HV-O-RSRO-25","Supply rect straight plastic outlet, red oak, 2.5""","0"
"HVDALL","HV-O-RSWL","Supply rect straight plastic outlet, walnut","0"
"HVDALL","HV-O-RSWL-25","Supply rect straight plastic outlet, walnut, 2.5""","0"
"HVDALL","HV-O-RSWT","Supply rect straight plastic outlet, white","0"
"HVDALL","HV-O-RSWO","Supply rect straight plastic outlet, white oak","0"
"HVDALL","HV-O-RSWO-25","Supply rect straight plastic outlet, white oak, 2.5""","0"
"HVDALL","HV-O-RSWT-25","Supply rect straight plastic outlet, white, 2.5""","0"
"HVDALL","HV-SPA-15","Supply round adapter for 1-2 ton module","0"
"HVDALL","HV-SPA-30","Supply round adapter for 2.5-3 ton module","0"
"HVDALL","HV-SPA-25","Supply round adapter for 2-3 ton module","0"
"HVDALL","HV-SPA-35","Supply round adapter for 3-4 ton module","0"
"HVDALL","HV-SPA-50","Supply round adapter for 4-5 ton module","0"
"HVDALL","HV-O-DBK","Supply round plastic outlet, black","0"
"HVDALL","HV-O-DBK-25","Supply round plastic outlet, black, 2.5""","0"
"HVDALL","HV-O-DBF","Supply round plastic outlet, brass finish","0"
"HVDALL","HV-O-DBF-25","Supply round plastic outlet, brass, 2.5""","0"
"HVDALL","HV-O-DCF","Supply round plastic outlet, chrome finish","0"
"HVDALL","HV-O-DCF-25","Supply round plastic outlet, chrome, 2.5""","0"
"HVDALL","HV-O-DWT","Supply round plastic outlet, white","0"
"HVDALL","HV-O-DWT-25","Supply round plastic outlet, white, 2.5""","0"
"HVDALL","HV-O-S15WT","Supply round sloped 15 deg","0"
"HVDALL","HV-O-S15WT-25","Supply round sloped 15 deg, 2.5""","0"
"HVDALL","HV-O-S15BK","Supply round sloped 15 deg, black finish","0"
"HVDALL","HV-O-S15BK-25","Supply round sloped 15 deg, black, 2.5""","0"
"HVDALL","HV-O-S15BF","Supply round sloped 15 deg, brass finish","0"
"HVDALL","HV-O-WWO","Supply round wood outlet, white oak","0"
"HVDALL","HV-O-WWO-25","Supply round wood outlet, white oak, 2.5""","0"
"HVDALL","HV-SPAF-15","Supply square adapter for 1-2 ton module","0"
"HVDALL","HV-SPAF-30","Supply square adapter for 2.5-3 ton module","0"
"HVDALL","HV-SPAF-25","Supply square adapter for 2-3 ton module","0"
"HVDALL","HV-SPAF-35","Supply square adapter for 3-4 ton module","0"
"HVDALL","HV-SPAF-50","Supply square adapter for 4-5 ton module","0"
"RHALL","FS-ISPC-02","Suspension Tube Clamp for 1/2"" tubing","0"
"RHALL","FS-ISPC-04","Suspension Tube Clamp for 3/4"" tubing","0"
"RHALL","SYSCTRL","System control","0"
"RHALL","SYSPRO311","SYSTEMpro 311 water temperature control","0"
"RHALL","TEMPVLV","Tempering mixing valve","0"
"RHALL","TEMPVLV1250","Tempering mixing valve, 1 1/4""","0"
"RHALL","ACT-THERM","Thermal actuator","0"
"RHALL","THB-CMB","Thermal board combo panel","0"
"RHALL","THB-STR","Thermal board straight panel","0"
"RHALL","THB-TRA","Thermal board transition panel","0"
"RHALL","THB-UTL","Thermal board utility panel","0"
"RHALL","ZV-1000T","Thermal zone valve 1""","0"
"RHALL","ZV-0750T","Thermal zone valve 3/4""","0"
"RHALL","FTACC-THUN","Thermometer Union","0"
"RHALL","TSTAT-HEAT3","Thermostat heat only three-wire","0"
"RHALL","TSTAT-HEAT2","Thermostat heat only two-wire","0"
"RHALL","TSTAT-MULTISTAGE","Thermostat multistage heating and cooling","0"
"DFRTKO","FTOG-1010","Top rect take off, size 10"" x 10""","0"
"DFRTKO","FTOG-1004","Top rect take off, size 10"" x 4""","0"
"DFRTKO","FTOG-1006","Top rect take off, size 10"" x 6""","0"
"DFRTKO","FTOG-1008","Top rect take off, size 10"" x 8""","0"
"DFRTKO","FTOG-1210","Top rect take off, size 12"" x 10""","0"
"DFRTKO","FTOG-1208","Top rect take off, size 12"" x 8""","0"
"DFRTKO","FTOG-1410","Top rect take off, size 14"" x 10""","0"
"DFRTKO","FTOG-1408","Top rect take off, size 14"" x 8""","0"
"DFRTKO","FTOG-1610","Top rect take off, size 16"" x 10""","0"
"RHALL","TTD-TKST-03","Track staples for 5/8"" tube size","0"
"DFRTEE","FJBT-10","Triangular junction box, size 10""","0"
"DFRTEE","FJBT-12","Triangular junction box, size 12""","0"
"DFRTEE","FJBT-16","Triangular junction box, size 16""","0"
"DFRTEE","FJBT-18","Triangular junction box, size 18""","0"
"DFRTEE","FJBT-20","Triangular junction box, size 20""","0"
"DFRTEE","FJBT-4","Triangular junction box, size 4""","0"
"DFRTEE","FJBT-5","Triangular junction box, size 5""","0"
"DFRTEE","FJBT-6","Triangular junction box, size 6""","0"
"DFRTEE","FJBT-7","Triangular junction box, size 7""","0"
"DFRTEE","FJBT-8","Triangular junction box, size 8""","0"
"DFRTEE","FJBT-9","Triangular junction box, size 9""","0"
"RHALL","MAN-TRUJAVB-03","TruFLOW Jr. add-on manifold,  valved and balancing, 3-loop","0"
"RHALL","MAN-TRUJAVB-06","TruFLOW Jr. add-on manifold,  valved and balancing, 6-loop","0"
"RHALL","MAN-TRUJAB-03","TruFLOW Jr. add-on manifold,  valveless and balancing, 3-loop","0"
"RHALL","MAN-TRUJAB-06","TruFLOW Jr. add-on manifold,  valveless and balancing, 6-loop","0"
"RHALL","MAN-TRUJAVB-10","TruFLOW Jr. add-on manifold, valved and balancing, 10-loop","0"
"RHALL","MAN-TRUJAVB-11","TruFLOW Jr. add-on manifold, valved and balancing, 11-loop","0"
"RHALL","MAN-TRUJAVB-12","TruFLOW Jr. add-on manifold, valved and balancing, 12-loop","0"
"RHALL","MAN-TRUJAVB-01","TruFLOW Jr. add-on manifold, valved and balancing, 1-loop","0"
"RHALL","MAN-TRUJAVB-02","TruFLOW Jr. add-on manifold, valved and balancing, 2-loop","0"
"RHALL","MAN-TRUJAVB-04","TruFLOW Jr. add-on manifold, valved and balancing, 4-loop","0"
"RHALL","MAN-TRUJAVB-05","TruFLOW Jr. add-on manifold, valved and balancing, 5-loop","0"
"RHALL","MAN-TRUJAVB-07","TruFLOW Jr. add-on manifold, valved and balancing, 7-loop","0"
"RHALL","MAN-TRUJAVB-08","TruFLOW Jr. add-on manifold, valved and balancing, 8-loop","0"
"RHALL","MAN-TRUJAVB-09","TruFLOW Jr. add-on manifold, valved and balancing, 9-loop","0"
"RHALL","MAN-TRUJVB-09","TruFLOW Jr. manifold, valved and balancing, 9-loop","0"
"RHALL","MAN-TRUJB-10","TruFLOW Jr. manifold, valveless and balancing, 10-loop","0"
"RHALL","MAN-TRUJB-11","TruFLOW Jr. manifold, valveless and balancing, 11-loop","0"
"RHALL","MAN-TRUJB-12","TruFLOW Jr. manifold, valveless and balancing, 12-loop","0"
"RHALL","MAN-TRUJB-01","TruFLOW Jr. manifold, valveless and balancing, 1-loop","0"
"RHALL","MAN-TRUJB-02","TruFLOW Jr. manifold, valveless and balancing, 2-loop","0"
"RHALL","MAN-TRUJB-04","TruFLOW Jr. manifold, valveless and balancing, 4-loop","0"
"RHALL","MAN-TRUJB-05","TruFLOW Jr. manifold, valveless and balancing, 5-loop","0"
"RHALL","MAN-TRUJB-07","TruFLOW Jr. manifold, valveless and balancing, 7-loop","0"
"RHALL","MAN-TRUJB-08","TruFLOW Jr. manifold, valveless and balancing, 8-loop","0"
"RHALL","MAN-TRUJB-09","TruFLOW Jr. manifold, valveless and balancing, 9-loop","0"
"RHALL","MAN-TRU-10","TruFLOW Manifold 10-Loop S&R","0"
"RHALL","MAN-TRU-11","TruFLOW Manifold 11-Loop S&R","0"
"RHALL","MAN-TRU-12","TruFLOW Manifold 12-Loop S&R","0"
"RHALL","MAN-TRU-02","TruFLOW Manifold 2-Loop S&R","0"
"RHALL","MAN-TRU-01","TruFLOW Manifold 2-Loop S&R","0"
"RHALL","MAN-TRU-03","TruFLOW Manifold 3-Loop S&R","0"
"RHALL","MAN-TRU-04","TruFLOW Manifold 4-Loop S&R","0"
"RHALL","MAN-TRU-05","TruFLOW Manifold 5-Loop S&R","0"
"RHALL","MAN-TRU-06","TruFLOW Manifold 6-Loop S&R","0"
"RHALL","MAN-TRU-07","TruFLOW Manifold 7-Loop S&R","0"
"RHALL","MAN-TRU-08","TruFLOW Manifold 8-Loop S&R","0"
"RHALL","MAN-TRU-09","TruFLOW Manifold 9-Loop S&R","0"
"RHALL","MAN-TRUSVB-03","TruFLOW Sr. manifold,  valved and balancing, 3-loop","0"
"RHALL","MAN-TRUSVB-06","TruFLOW Sr. manifold,  valved and balancing, 6-loop","0"
"RHALL","MAN-TRUSB-03","TruFLOW Sr. manifold,  valveless and balancing, 3-loop","0"
"RHALL","MAN-TRUSB-06","TruFLOW Sr. manifold,  valveless and balancing, 6-loop","0"
"RHALL","TTD-TBTN-01","Tube talon for 3/8"" tube size","0"
"RHALL","TTD-TBTN-03","Tube talon for 5/8"" tube size","0"
"RHALL","TUBECUT","Tubing cutter","0"
"RHALL","FS-TWINFAS","Twin fastener for up to 3/4'' PEX","0"
"HVDALL","HV-TXV25-32","TX Valve Kit, Chatleff, 2 ton, R32, (compatible with 1218 and 2430 units)","0"
"HVDALL","HV-TXV15-32","TX Valve Kit, Chatleff, 2 ton, R32, (compatible with 1218 and 2430 units)","0"
"HVDALL","HV-TXV25-410","TX Valve Kit, Chatleff, 2 ton, R410a, for indoor 1218 or 2430 coil replacement only","0"
"HVDALL","HV-TXV15-410","TX Valve Kit, Chatleff, 2 ton, R410a, for indoor 1218 or 2430 coil replacement only","0"
"HVDALL","HV-TXV25-454","TX Valve Kit, Chatleff, 2 ton, R454b, (compatible with 1218 and 2430 units)","0"
"HVDALL","HV-TXV15-454","TX Valve Kit, Chatleff, 2 ton, R454b, (compatible with 1218 and 2430 units)","0"
"HVDALL","HV-TXV35-32","TX Valve Kit, Chatleff, 3 ton, R32, (compatible with 3036 and 3642 units)","0"
"HVDALL","HV-TXV30-32","TX Valve Kit, Chatleff, 3 ton, R32, (compatible with 3036 and 3642 units)","0"
"HVDALL","HV-TXV30-410","TX Valve Kit, Chatleff, 3 ton, R410a, for indoor 3036 or 3642 coil replacement only","0"
"HVDALL","HV-TXV35-410","TX Valve Kit, Chatleff, 3 ton, R410a, for indoor 3036 or 3642 coil replacement only","0"
"HVDALL","HV-TXV30-454","TX Valve Kit, Chatleff, 3 ton, R454b, (compatible with 3036 and 3642 units)","0"
"HVDALL","HV-TXV35-454","TX Valve Kit, Chatleff, 3 ton, R454b, (compatible with 3036 and 3642 units)","0"
"HVDALL","HV-TXV50-32","TX Valve Kit, Chatleff, 4 ton, R32, (compatible with 4860 units)","0"
"HVDALL","HV-TXV50-410","TX Valve Kit, Chatleff, 4 ton, R410a, for indoor 4860 coil replacement only","0"
"HVDALL","HV-TXV50-454","TX Valve Kit, Chatleff, 4 ton, R454b, (compatible with 4860 units)","0"
"RHALL","FS-UCHAN12","U-Channel plastic fastener for 1/2""","0"
"RHALL","FS-UCHAN34","U-Channel plastic fastener for 3/4""","0"
"RHALL","TTD-USRL-01","Upright manual staples for rigid insulation 2-1/2"", 3/8"" tube size","0"
"RHALL","TTD-USRL-03","Upright manual staples for rigid insulation 2-1/2"", 5/8"" tube size","0"
"RHALL","TTD-UMSW-05","Upright manual staples for wooden subfloors, 1"" tube size","0"
"RHALL","TTD-UMSW-02","Upright manual staples for wooden subfloors, 1/2"" tube size","0"
"RHALL","TTD-UMSW-04","Upright manual staples for wooden subfloors, 3/4"" tube size","0"
"RHALL","TTD-UMSW-01","Upright manual staples for wooden subfloors, 3/8"" tube size","0"
"RHALL","TTD-UMSW-03","Upright manual staples for wooden subfloors, 5/8"" tube size","0"
"RHALL","TTD-UPSW-05","Upright pneumatic staples for wooden subfloors, 1"" tube size","0"
"RHALL","TTD-UPSW-02","Upright pneumatic staples for wooden subfloors, 1/2"" tube size","0"
"RHALL","TTD-UPSW-04","Upright pneumatic staples for wooden subfloors, 3/4"" tube size","0"
"RHALL","TTD-UPSW-01","Upright pneumatic staples for wooden subfloors, 3/8"" tube size","0"
"RHALL","TTD-UPSW-03","Upright pneumatic staples for wooden subfloors, 5/8"" tube size","0"
"HVACCTLS","HC-ACT","Valve actuator","0"
"RHALL","VALVEOP-HKV","Valve operator w/ end switch","0"
"RHALL","MAN-HKV-01","Valved manifold, 1 port","0"
"RHALL","MAN-HKV-10","Valved manifold, 10 port","0"
"RHALL","MAN-HKV-11","Valved manifold, 11 port","0"
"RHALL","MAN-HKV-12","Valved manifold, 12 port","0"
"RHALL","MAN-HKV-02","Valved manifold, 2 port","0"
"RHALL","MAN-HKV-03","Valved manifold, 3 port","0"
"RHALL","MAN-HKV-04","Valved manifold, 4 port","0"
"RHALL","MAN-HKV-05","Valved manifold, 5 port","0"
"RHALL","MAN-HKV-06","Valved manifold, 6 port","0"
"RHALL","MAN-HKV-07","Valved manifold, 7 port","0"
"RHALL","MAN-HKV-08","Valved manifold, 8 port","0"
"RHALL","MAN-HKV-09","Valved manifold, 9 port","0"
"DFRBTR","FBTG-10","Vert floor boot from rect duct, size 10""","0"
"DFRBTR","FBTG-4","Vert floor boot from rect duct, size 4""","0"
"RHALL","MAN-TRUJAB-10","TruFLOW Jr. add-on manifold, valveless and balancing, 10-loop","0"
"RHALL","MAN-TRUJAB-11","TruFLOW Jr. add-on manifold, valveless and balancing, 11-loop","0"
"RHALL","MAN-TRUJAB-12","TruFLOW Jr. add-on manifold, valveless and balancing, 12-loop","0"
"RHALL","MAN-TRUJAB-01","TruFLOW Jr. add-on manifold, valveless and balancing, 1-loop","0"
"RHALL","MAN-TRUJAB-02","TruFLOW Jr. add-on manifold, valveless and balancing, 2-loop","0"
"RHALL","MAN-TRUJAB-04","TruFLOW Jr. add-on manifold, valveless and balancing, 4-loop","0"
"RHALL","MAN-TRUJAB-05","TruFLOW Jr. add-on manifold, valveless and balancing, 5-loop","0"
"RHALL","MAN-TRUJAB-07","TruFLOW Jr. add-on manifold, valveless and balancing, 7-loop","0"
"RHALL","MAN-TRUJAB-08","TruFLOW Jr. add-on manifold, valveless and balancing, 8-loop","0"
"RHALL","MAN-TRUJAB-09","TruFLOW Jr. add-on manifold, valveless and balancing, 9-loop","0"
"RHALL","MAN-TRUJVB-03","TruFLOW Jr. manifold,  valved and balancing, 3-loop","0"
"RHALL","MAN-TRUJVB-06","TruFLOW Jr. manifold,  valved and balancing, 6-loop","0"
"RHALL","MAN-TRUJB-03","TruFLOW Jr. manifold,  valveless and balancing, 3-loop","0"
"RHALL","MAN-TRUJB-06","TruFLOW Jr. manifold,  valveless and balancing, 6-loop","0"
"RHALL","MAN-TRUJVB-10","TruFLOW Jr. manifold, valved and balancing, 10-loop","0"
"RHALL","MAN-TRUJVB-11","TruFLOW Jr. manifold, valved and balancing, 11-loop","0"
"RHALL","MAN-TRUJVB-12","TruFLOW Jr. manifold, valved and balancing, 12-loop","0"
"RHALL","MAN-TRUJVB-01","TruFLOW Jr. manifold, valved and balancing, 1-loop","0"
"RHALL","MAN-TRUJVB-02","TruFLOW Jr. manifold, valved and balancing, 2-loop","0"
"RHALL","MAN-TRUJVB-04","TruFLOW Jr. manifold, valved and balancing, 4-loop","0"
"RHALL","MAN-TRUJVB-05","TruFLOW Jr. manifold, valved and balancing, 5-loop","0"
"RHALL","MAN-TRUJVB-07","TruFLOW Jr. manifold, valved and balancing, 7-loop","0"
"RHALL","MAN-TRUJVB-08","TruFLOW Jr. manifold, valved and balancing, 8-loop","0"
"RHALL","MAN-TRUSVB-10","TruFLOW Sr. manifold, valved and balancing, 10-loop","0"
"RHALL","MAN-TRUSVB-11","TruFLOW Sr. manifold, valved and balancing, 11-loop","0"
"RHALL","MAN-TRUSVB-12","TruFLOW Sr. manifold, valved and balancing, 12-loop","0"
"RHALL","MAN-TRUSVB-01","TruFLOW Sr. manifold, valved and balancing, 1-loop","0"
"RHALL","MAN-TRUSVB-02","TruFLOW Sr. manifold, valved and balancing, 2-loop","0"
"RHALL","MAN-TRUSVB-04","TruFLOW Sr. manifold, valved and balancing, 4-loop","0"
"RHALL","MAN-TRUSVB-05","TruFLOW Sr. manifold, valved and balancing, 5-loop","0"
"RHALL","MAN-TRUSVB-07","TruFLOW Sr. manifold, valved and balancing, 7-loop","0"
"RHALL","MAN-TRUSVB-08","TruFLOW Sr. manifold, valved and balancing, 8-loop","0"
"RHALL","MAN-TRUSVB-09","TruFLOW Sr. manifold, valved and balancing, 9-loop","0"
"RHALL","MAN-TRUSB-10","TruFLOW Sr. manifold, valveless and balancing, 10-loop","0"
"RHALL","MAN-TRUSB-11","TruFLOW Sr. manifold, valveless and balancing, 11-loop","0"
"RHALL","MAN-TRUSB-12","TruFLOW Sr. manifold, valveless and balancing, 12-loop","0"
"RHALL","MAN-TRUSB-01","TruFLOW Sr. manifold, valveless and balancing, 1-loop","0"
"RHALL","MAN-TRUSB-02","TruFLOW Sr. manifold, valveless and balancing, 2-loop","0"
"RHALL","MAN-TRUSB-04","TruFLOW Sr. manifold, valveless and balancing, 4-loop","0"
"RHALL","MAN-TRUSB-05","TruFLOW Sr. manifold, valveless and balancing, 5-loop","0"
"RHALL","MAN-TRUSB-07","TruFLOW Sr. manifold, valveless and balancing, 7-loop","0"
"RHALL","MAN-TRUSB-08","TruFLOW Sr. manifold, valveless and balancing, 8-loop","0"
"RHALL","MAN-TRUSB-09","TruFLOW Sr. manifold, valveless and balancing, 9-loop","0"
"RHALL","FS-PPCP-02","Tube Clamp for 1/2"" tubing","0"
"RHALL","FS-PPCP-04","Tube Clamp for 3/4"" tubing","0"
"RHALL","TTD-TBTN-05","Tube talon for 1"" tube size","0"
"RHALL","TTD-TBTN-02","Tube talon for 1/2"" tube size","0"
"RHALL","TTD-TBTN-04","Tube talon for 3/4"" tube size","0"
"RHALL","FS-UCHAN58","U-Channel plastic fastener for 5/8""","0"
"RHALL","MAN-ULK-01","UltraLock manifold, 1 port","0"
"RHALL","MAN-ULK-10","UltraLock manifold, 10 port","0"
"RHALL","MAN-ULK-11","UltraLock manifold, 11 port","0"
"RHALL","MAN-ULK-12","UltraLock manifold, 12 port","0"
"RHALL","MAN-ULK-02","UltraLock manifold, 2 port","0"
"RHALL","MAN-ULK-03","UltraLock manifold, 3 port","0"
"RHALL","MAN-ULK-04","UltraLock manifold, 4 port","0"
"RHALL","MAN-ULK-05","UltraLock manifold, 5 port","0"
"RHALL","MAN-ULK-06","UltraLock manifold, 6 port","0"
"RHALL","MAN-ULK-07","UltraLock manifold, 7 port","0"
"RHALL","MAN-ULK-08","UltraLock manifold, 8 port","0"
"RHALL","MAN-ULK-09","UltraLock manifold, 9 port","0"
"RHALL","FS-UICLIPS","Universal Installation Clips","0"
"RHALL","TTD-UISC-05","Upright insulation screw clips for 1"" tube size","0"
"RHALL","TTD-UISC-02","Upright insulation screw clips for 1/2"" tube size","0"
"RHALL","TTD-UISC-04","Upright insulation screw clips for 3/4"" tube size","0"
"RHALL","TTD-UISC-01","Upright insulation screw clips for 3/8"" tube size","0"
"RHALL","TTD-UISC-03","Upright insulation screw clips for 5/8"" tube size","0"
"RHALL","TTD-USRS-05","Upright manual staples for rigid insulation 1-1/2"", 1"" tube size","0"
"RHALL","TTD-USRS-02","Upright manual staples for rigid insulation 1-1/2"", 1/2"" tube size","0"
"RHALL","TTD-USRS-04","Upright manual staples for rigid insulation 1-1/2"", 3/4"" tube size","0"
"RHALL","TTD-USRS-01","Upright manual staples for rigid insulation 1-1/2"", 3/8"" tube size","0"
"RHALL","TTD-USRS-03","Upright manual staples for rigid insulation 1-1/2"", 5/8"" tube size","0"
"RHALL","TTD-USRL-05","Upright manual staples for rigid insulation 2-1/2"", 1"" tube size","0"
"RHALL","TTD-USRL-02","Upright manual staples for rigid insulation 2-1/2"", 1/2"" tube size","0"
"RHALL","TTD-USRL-04","Upright manual staples for rigid insulation 2-1/2"", 3/4"" tube size","0"
"DFRBTR","FBTG-5","Vert floor boot from rect duct, size 5""","0"
"DFRBTR","FBTG-6","Vert floor boot from rect duct, size 6""","0"
"DFRBTR","FBTG-7","Vert floor boot from rect duct, size 7""","0"
"DFRBTR","FBTG-8","Vert floor boot from rect duct, size 8""","0"
"DFRBTR","FBTG-9","Vert floor boot from rect duct, size 9""","0"
"DFRBTR","FBTD-10","Vert floor boot from round duct, size 10""","0"
"DFRBTR","FBTD-4","Vert floor boot from round duct, size 4""","0"
"DFRBTR","FBTD-5","Vert floor boot from round duct, size 5""","0"
"DFRBTR","FBTD-6","Vert floor boot from round duct, size 6""","0"
"DFRBTR","FBTD-7","Vert floor boot from round duct, size 7""","0"
"DFRBTR","FBTD-8","Vert floor boot from round duct, size 8""","0"
"DFRBTR","FBTD-9","Vert floor boot from round duct, size 9""","0"
"HVDALL","HV-VKK50","Vertical conversion kit 5 ton","0"
"HVDALL","HV-VKK30","Vertical conversion kit, 3 ton","0"
"RHALL","LPACC-VFM","Visual flow meter","0"
"RHALL","LPACC-VFM2","Visual flow meter, large flow","0"
"RHALL","TTD-WIRE","Wire fastener","0"
"RHALL","FS-TIEWIRE","Wire ties","0"
"RHALL","ZONECTRL","Zone control for up to 5 zones","0"
"RHALL","ZVNPT-1250","Zone valve 1 1/4"" w/ end switch","0"
"RHALL","ZONEVALVE-H","Zone valve 1"" w/ end switch","0"
